,0,1,2,3,4,5
0,7.401744060175912,5.784802844318689,9.481976759670703,8.268686627405664,11.787299356653408,11.558932001007596
1,7.885568684819599,7.243386864641191,9.436739757759874,9.187862795226579,10.826869978334782,10.063644013550494
2,8.966979995021068,8.113357942680487,9.138056482664506,10.165095072119279,10.72937014961586,10.836424797425046
3,8.666670012459988,6.245012985759942,7.96169244997742,7.43997875941276,11.511453559120262,11.048402318678553
4,6.693118728608897,8.197034679504597,11.196330957651305,11.164220426854094,11.82322501407127,12.198069733850776
5,5.616265874976287,5.951868835226675,8.738536900450956,9.030595099164588,11.338472500555682,10.775245831625304
6,7.3615556375937965,7.578236983295229,5.832084742284984,7.944282440064307,10.505262342869035,11.513871467380225
7,7.146124029263106,5.100319288064199,9.601501696568656,9.326562970677529,12.604888522493804,11.599287778803001
8,7.085077037803761,5.762372891675869,8.465082924504344,9.835078952849951,9.734825281995784,9.305668464560384
9,7.554402351933423,6.593166480558538,9.318167346287227,8.173097982735296,10.989293575994282,11.440930797418028
10,6.16087059179947,5.628483274643187,9.659917430809973,8.23249982843715,8.905605016819344,11.82110862644572
11,7.370663759393016,7.9497138562411624,9.606760981035864,8.911917782872097,10.373815266303598,9.304501047952929
12,5.792999032916052,7.218941981122445,7.431713117300538,9.251848186378721,8.866772459236643,10.372815189502278
13,5.8323694008391405,5.982447922352083,7.739926035468749,8.772511082730073,13.14630903679143,10.709631918932136
14,6.747019162343582,6.854872869936017,9.278841897545735,8.848427015378466,10.981283817911176,9.972399209114956
15,6.687339227320049,5.53160148859794,9.842879723135619,9.353247588622008,10.419797717409569,10.815228484561157
16,6.05845769625698,5.355545368789402,7.898646511214264,10.635553173894259,9.817768566511813,9.783247049916094
17,7.607923248205977,7.465464410017432,7.19670279803584,9.07693011590317,10.375023512128303,11.86342288455552
18,6.515221366348533,6.352885396924379,7.839169777331439,9.3708260136751,11.315982725737472,10.414237878992653
19,8.854640753570498,6.15271345907654,9.440079086947346,8.63190362602458,12.280973343931086,13.324225094964428
20,7.376497201568605,7.388307021581669,8.631347149157826,9.326326488342325,11.897086120942753,11.264111674456386
21,7.47388768042248,6.3785446533051955,9.485946486260218,7.699715704091158,10.794595547514083,11.73262210112518
22,6.388469819533435,7.483654324667902,9.32582866411525,8.542900782450834,9.925438134198702,13.495886194337304
23,7.345840986713063,6.822068009307484,10.442511119588739,7.081636035799511,9.965399303427958,9.97196271168505
24,7.463159704737224,7.578523376969279,8.625514855005225,9.816894952129305,11.603154605547527,12.02037295347783
25,7.534238833979819,7.137635259162582,11.409463442061902,10.640222857906357,10.551777827330397,10.178817030234056
26,8.461208827127031,6.614276888988881,8.587147539994422,10.742556135213315,10.891597753181712,9.511435605917448
27,7.949272196619074,5.302846075486892,8.619365024407465,6.654404472299698,11.610342873326394,12.568684142995131
28,5.621635106624097,6.56449419948549,8.592631877516336,9.794747314816533,10.639034273663382,11.112613247619409
29,7.203569134624251,8.117500953241613,9.06123191101881,10.33814033257511,9.212452127992961,10.19465883733517
30,6.78281097440007,6.996482316208341,10.297304996278541,8.909290366231518,13.49463287844845,12.01347371177506
