,0,1,2,3
0,6.227549997609731,6.844290951628497,8.712965576845395,8.68344613040458
1,8.471740938389582,5.509643691500804,9.514686424784983,9.164717251840553
2,8.03014341143281,5.589361956961411,8.593235533046336,8.43266378969118
3,6.722628767729727,7.25445496726213,8.105150957107,7.448616424373892
4,6.389840158848526,7.195648747348631,9.126634651463561,10.149808948408772
5,8.33525121055025,6.46914455770315,9.066535379797891,9.359206138774516
6,8.44478084457157,6.134646906991356,7.317754712175995,7.229724809338206
7,6.3747705165745385,6.233752647064543,9.147004988585206,8.910757580317535
8,7.690075548300648,7.544677592629569,8.734077327678719,7.3768002254506735
9,7.7986718142890155,7.516208386177516,8.617326974531354,7.8014622053266445
10,8.971106315542585,6.789896636517717,6.871603630923246,7.533930250190961
11,6.678788337603973,6.117519355672252,9.591182293124323,9.590208506612544
12,8.53216172919825,7.598043782655377,10.032952175856522,10.365931181345827
13,6.122631041547067,5.381208253280498,8.589529076747915,8.39171650487231
14,6.201583747790522,7.639733033464503,8.508755271940856,8.875984009382153
15,6.483974630288564,7.6976241292249865,9.05670976384908,8.30084845299546
16,6.257075898528822,6.764369811317651,8.434382341140157,8.835501927528046
17,8.027037617860003,7.750783423710207,9.469011172107605,8.087945170557695
18,7.680066860858656,8.131392830223351,10.906556061711763,9.814914697108259
19,7.0970737529563035,4.986810393871763,8.021187804479577,7.853599498980617
20,7.466688624942577,7.205872822474891,8.5562293333121,8.704278754418038
21,5.472600824083254,5.728182226761811,10.164730204314377,9.786946704085102
22,6.641836382234734,6.750946937963427,7.653634769767761,8.359164902511447
23,6.734448693646066,6.999651688200719,8.058665679941402,8.327241413159486
24,6.544882241323339,6.424543901592017,8.315737854901151,8.244299273939777
25,7.1777941335881215,7.535544444609651,8.875159898922652,8.023763703757112
26,7.532985568532019,5.044053959335399,10.348660538908941,10.67063765596178
27,7.5782034583585505,6.841746712889112,9.93665976614082,8.919893622953595
28,7.941974108944992,7.090133316881991,8.300116283874779,9.022309661739738
29,7.963699035114697,4.403174503856452,8.745629922644207,9.483729041722945
30,5.433279601189385,8.339934428209343,9.971527924245986,8.223611695980232
